id,age_group_det,pop,ICD10D,hosp,disease,f_age,l_age
07135,ALT055B60,5164,ICD10D-A00-B99,34,infectious,55,60
07135,ALT055B60,5164,ICD10D-INS,1273,all,55,60
07135,ALT055B60,5164,ICD10D-J00-J99,57,respiratory,55,60
07135,ALT060B65,4472,ICD10D-A00-B99,29,infectious,60,65
07135,ALT060B65,4472,ICD10D-INS,1291,all,60,65
07135,ALT060B65,4472,ICD10D-J00-J99,73,respiratory,60,65
07135,ALT065B70,3915,ICD10D-A00-B99,43,infectious,65,70
07135,ALT065B70,3915,ICD10D-INS,1519,all,65,70
07135,ALT065B70,3915,ICD10D-J00-J99,85,respiratory,65,70
07135,ALT070B75,2736,ICD10D-A00-B99,31,infectious,70,75
07135,ALT070B75,2736,ICD10D-INS,1345,all,70,75
07135,ALT070B75,2736,ICD10D-J00-J99,82,respiratory,70,75
07135,ALT075B80,3664,ICD10D-A00-B99,53,infectious,75,80
07135,ALT075B80,3664,ICD10D-INS,2227,all,75,80
07135,ALT075B80,3664,ICD10D-J00-J99,137,respiratory,75,80
07135,ALT080B85,2316,ICD10D-A00-B99,63,infectious,80,85
07135,ALT080B85,2316,ICD10D-INS,1646,all,80,85
07135,ALT080B85,2316,ICD10D-J00-J99,82,respiratory,80,85
07135,ALT085B90,1327,ICD10D-A00-B99,60,infectious,85,90
07135,ALT085B90,1327,ICD10D-INS,1154,all,85,90
07135,ALT085B90,1327,ICD10D-J00-J99,99,respiratory,85,90
07135,ALT090UM,716,ICD10D-A00-B99,22,infectious,90,NA
07135,ALT090UM,716,ICD10D-INS,534,all,90,NA
07135,ALT090UM,716,ICD10D-J00-J99,51,respiratory,90,NA
07137,ALT000,2010,ICD10D-A00-B99,95,infectious,0,NA
07137,ALT000,2010,ICD10D-INS,2644,all,0,NA
07137,ALT000,2010,ICD10D-J00-J99,169,respiratory,0,NA
07137,ALT001B05,7409,ICD10D-A00-B99,133,infectious,1,5
07137,ALT001B05,7409,ICD10D-INS,892,all,1,5
07137,ALT001B05,7409,ICD10D-J00-J99,289,respiratory,1,5
07137,ALT005B10,9139,ICD10D-A00-B99,86,infectious,5,10
07137,ALT005B10,9139,ICD10D-INS,670,all,5,10
07137,ALT005B10,9139,ICD10D-J00-J99,112,respiratory,5,10
07137,ALT010B15,9651,ICD10D-A00-B99,51,infectious,10,15
07137,ALT010B15,9651,ICD10D-INS,819,all,10,15
07137,ALT010B15,9651,ICD10D-J00-J99,63,respiratory,10,15
07137,ALT015B20,11345,ICD10D-A00-B99,69,infectious,15,20
07137,ALT015B20,11345,ICD10D-INS,1474,all,15,20
07137,ALT015B20,11345,ICD10D-J00-J99,94,respiratory,15,20
07137,ALT020B25,11043,ICD10D-A00-B99,44,infectious,20,25
07137,ALT020B25,11043,ICD10D-INS,1721,all,20,25
07137,ALT020B25,11043,ICD10D-J00-J99,97,respiratory,20,25
07137,ALT025B30,12061,ICD10D-A00-B99,52,infectious,25,30
07137,ALT025B30,12061,ICD10D-INS,2187,all,25,30
07137,ALT025B30,12061,ICD10D-J00-J99,94,respiratory,25,30
07137,ALT030B35,12142,ICD10D-A00-B99,46,infectious,30,35
07137,ALT030B35,12142,ICD10D-INS,2306,all,30,35
07137,ALT030B35,12142,ICD10D-J00-J99,59,respiratory,30,35
07137,ALT035B40,12439,ICD10D-A00-B99,49,infectious,35,40
07137,ALT035B40,12439,ICD10D-INS,2095,all,35,40
07137,ALT035B40,12439,ICD10D-J00-J99,85,respiratory,35,40
07137,ALT040B45,12035,ICD10D-A00-B99,33,infectious,40,45
07137,ALT040B45,12035,ICD10D-INS,1882,all,40,45
07137,ALT040B45,12035,ICD10D-J00-J99,74,respiratory,40,45
07137,ALT045B50,16581,ICD10D-A00-B99,59,infectious,45,50
07137,ALT045B50,16581,ICD10D-INS,2806,all,45,50
07137,ALT045B50,16581,ICD10D-J00-J99,111,respiratory,45,50
07137,ALT050B55,19226,ICD10D-A00-B99,85,infectious,50,55
07137,ALT050B55,19226,ICD10D-INS,3924,all,50,55
07137,ALT050B55,19226,ICD10D-J00-J99,134,respiratory,50,55
07137,ALT055B60,17389,ICD10D-A00-B99,104,infectious,55,60
07137,ALT055B60,17389,ICD10D-INS,4077,all,55,60
07137,ALT055B60,17389,ICD10D-J00-J99,167,respiratory,55,60
07137,ALT060B65,15188,ICD10D-A00-B99,101,infectious,60,65
07137,ALT060B65,15188,ICD10D-INS,4282,all,60,65
07137,ALT060B65,15188,ICD10D-J00-J99,225,respiratory,60,65
07137,ALT065B70,12517,ICD10D-A00-B99,127,infectious,65,70
07137,ALT065B70,12517,ICD10D-INS,4252,all,65,70
07137,ALT065B70,12517,ICD10D-J00-J99,200,respiratory,65,70
07137,ALT070B75,8849,ICD10D-A00-B99,135,infectious,70,75
07137,ALT070B75,8849,ICD10D-INS,4165,all,70,75
07137,ALT070B75,8849,ICD10D-J00-J99,242,respiratory,70,75
07137,ALT075B80,11191,ICD10D-A00-B99,215,infectious,75,80
07137,ALT075B80,11191,ICD10D-INS,6005,all,75,80
07137,ALT075B80,11191,ICD10D-J00-J99,332,respiratory,75,80
07137,ALT080B85,6835,ICD10D-A00-B99,221,infectious,80,85
07137,ALT080B85,6835,ICD10D-INS,4382,all,80,85
07137,ALT080B85,6835,ICD10D-J00-J99,249,respiratory,80,85
07137,ALT085B90,3941,ICD10D-A00-B99,159,infectious,85,90
07137,ALT085B90,3941,ICD10D-INS,2683,all,85,90
07137,ALT085B90,3941,ICD10D-J00-J99,210,respiratory,85,90
07137,ALT090UM,1977,ICD10D-A00-B99,85,infectious,90,NA
07137,ALT090UM,1977,ICD10D-INS,1253,all,90,NA
07137,ALT090UM,1977,ICD10D-J00-J99,93,respiratory,90,NA
07138,ALT000,1660,ICD10D-A00-B99,53,infectious,0,NA
07138,ALT000,1660,ICD10D-INS,2044,all,0,NA
07138,ALT000,1660,ICD10D-J00-J99,106,respiratory,0,NA
07138,ALT001B05,6319,ICD10D-A00-B99,76,infectious,1,5
07138,ALT001B05,6319,ICD10D-INS,616,all,1,5
07138,ALT001B05,6319,ICD10D-J00-J99,186,respiratory,1,5
07138,ALT005B10,8036,ICD10D-A00-B99,42,infectious,5,10
07138,ALT005B10,8036,ICD10D-INS,534,all,5,10
07138,ALT005B10,8036,ICD10D-J00-J99,98,respiratory,5,10
07138,ALT010B15,8689,ICD10D-A00-B99,43,infectious,10,15
07138,ALT010B15,8689,ICD10D-INS,670,all,10,15
07138,ALT010B15,8689,ICD10D-J00-J99,39,respiratory,10,15
07138,ALT015B20,10236,ICD10D-A00-B99,56,infectious,15,20
07138,ALT015B20,10236,ICD10D-INS,1441,all,15,20
07138,ALT015B20,10236,ICD10D-J00-J99,97,respiratory,15,20
07138,ALT020B25,9862,ICD10D-A00-B99,47,infectious,20,25
07138,ALT020B25,9862,ICD10D-INS,1655,all,20,25
07138,ALT020B25,9862,ICD10D-J00-J99,95,respiratory,20,25
07138,ALT025B30,10315,ICD10D-A00-B99,50,infectious,25,30
07138,ALT025B30,10315,ICD10D-INS,2015,all,25,30
07138,ALT025B30,10315,ICD10D-J00-J99,86,respiratory,25,30
07138,ALT030B35,9557,ICD10D-A00-B99,61,infectious,30,35
07138,ALT030B35,9557,ICD10D-INS,1880,all,30,35
07138,ALT030B35,9557,ICD10D-J00-J99,92,respiratory,30,35
07138,ALT035B40,9768,ICD10D-A00-B99,45,infectious,35,40
07138,ALT035B40,9768,ICD10D-INS,1707,all,35,40
07138,ALT035B40,9768,ICD10D-J00-J99,90,respiratory,35,40
07138,ALT040B45,9907,ICD10D-A00-B99,46,infectious,40,45
07138,ALT040B45,9907,ICD10D-INS,1707,all,40,45
07138,ALT040B45,9907,ICD10D-J00-J99,67,respiratory,40,45
07138,ALT045B50,13848,ICD10D-A00-B99,73,infectious,45,50
07138,ALT045B50,13848,ICD10D-INS,2642,all,45,50
07138,ALT045B50,13848,ICD10D-J00-J99,117,respiratory,45,50
07138,ALT050B55,16272,ICD10D-A00-B99,69,infectious,50,55
07138,ALT050B55,16272,ICD10D-INS,3347,all,50,55
07138,ALT050B55,16272,ICD10D-J00-J99,152,respiratory,50,55
07138,ALT055B60,14886,ICD10D-A00-B99,93,infectious,55,60
07138,ALT055B60,14886,ICD10D-INS,3880,all,55,60
07138,ALT055B60,14886,ICD10D-J00-J99,190,respiratory,55,60
07138,ALT060B65,12433,ICD10D-A00-B99,99,infectious,60,65
07138,ALT060B65,12433,ICD10D-INS,3789,all,60,65
07138,ALT060B65,12433,ICD10D-J00-J99,202,respiratory,60,65
07138,ALT065B70,10686,ICD10D-A00-B99,92,infectious,65,70
07138,ALT065B70,10686,ICD10D-INS,3667,all,65,70
07138,ALT065B70,10686,ICD10D-J00-J99,232,respiratory,65,70
07138,ALT070B75,7703,ICD10D-A00-B99,111,infectious,70,75
07138,ALT070B75,7703,ICD10D-INS,3669,all,70,75
07138,ALT070B75,7703,ICD10D-J00-J99,229,respiratory,70,75
07138,ALT075B80,9683,ICD10D-A00-B99,194,infectious,75,80
07138,ALT075B80,9683,ICD10D-INS,5577,all,75,80
07138,ALT075B80,9683,ICD10D-J00-J99,332,respiratory,75,80
07138,ALT080B85,6349,ICD10D-A00-B99,151,infectious,80,85
07138,ALT080B85,6349,ICD10D-INS,4154,all,80,85
07138,ALT080B85,6349,ICD10D-J00-J99,247,respiratory,80,85
07138,ALT085B90,3542,ICD10D-A00-B99,116,infectious,85,90
07138,ALT085B90,3542,ICD10D-INS,2846,all,85,90
07138,ALT085B90,3542,ICD10D-J00-J99,219,respiratory,85,90
07138,ALT090UM,1786,ICD10D-A00-B99,60,infectious,90,NA
07138,ALT090UM,1786,ICD10D-INS,1425,all,90,NA
07138,ALT090UM,1786,ICD10D-J00-J99,110,respiratory,90,NA
07140,ALT000,908,ICD10D-A00-B99,45,infectious,0,NA
07140,ALT000,908,ICD10D-INS,1203,all,0,NA
07140,ALT000,908,ICD10D-J00-J99,60,respiratory,0,NA
07140,ALT001B05,3431,ICD10D-A00-B99,66,infectious,1,5
07140,ALT001B05,3431,ICD10D-INS,386,all,1,5
07140,ALT001B05,3431,ICD10D-J00-J99,139,respiratory,1,5
07140,ALT005B10,4255,ICD10D-A00-B99,34,infectious,5,10
07140,ALT005B10,4255,ICD10D-INS,277,all,5,10
07140,ALT005B10,4255,ICD10D-J00-J99,50,respiratory,5,10
07140,ALT010B15,4723,ICD10D-A00-B99,21,infectious,10,15
07140,ALT010B15,4723,ICD10D-INS,375,all,10,15
07140,ALT010B15,4723,ICD10D-J00-J99,28,respiratory,10,15
07140,ALT015B20,5737,ICD10D-A00-B99,46,infectious,15,20
07140,ALT015B20,5737,ICD10D-INS,768,all,15,20
07140,ALT015B20,5737,ICD10D-J00-J99,63,respiratory,15,20
07140,ALT020B25,5250,ICD10D-A00-B99,32,infectious,20,25
07140,ALT020B25,5250,ICD10D-INS,856,all,20,25
07140,ALT020B25,5250,ICD10D-J00-J99,44,respiratory,20,25
07140,ALT025B30,5584,ICD10D-A00-B99,35,infectious,25,30
07140,ALT025B30,5584,ICD10D-INS,1098,all,25,30
07140,ALT025B30,5584,ICD10D-J00-J99,77,respiratory,25,30
07140,ALT030B35,5759,ICD10D-A00-B99,52,infectious,30,35
07140,ALT030B35,5759,ICD10D-INS,1218,all,30,35
07140,ALT030B35,5759,ICD10D-J00-J99,48,respiratory,30,35
07140,ALT035B40,5638,ICD10D-A00-B99,26,infectious,35,40
07140,ALT035B40,5638,ICD10D-INS,968,all,35,40
07140,ALT035B40,5638,ICD10D-J00-J99,40,respiratory,35,40
07140,ALT040B45,5721,ICD10D-A00-B99,26,infectious,40,45
07140,ALT040B45,5721,ICD10D-INS,1012,all,40,45
07140,ALT040B45,5721,ICD10D-J00-J99,42,respiratory,40,45
07140,ALT045B50,7907,ICD10D-A00-B99,34,infectious,45,50
07140,ALT045B50,7907,ICD10D-INS,1439,all,45,50
07140,ALT045B50,7907,ICD10D-J00-J99,62,respiratory,45,50
07140,ALT050B55,9282,ICD10D-A00-B99,52,infectious,50,55
07140,ALT050B55,9282,ICD10D-INS,2079,all,50,55
07140,ALT050B55,9282,ICD10D-J00-J99,56,respiratory,50,55
07140,ALT055B60,8640,ICD10D-A00-B99,55,infectious,55,60
07140,ALT055B60,8640,ICD10D-INS,2243,all,55,60
07140,ALT055B60,8640,ICD10D-J00-J99,117,respiratory,55,60
07140,ALT060B65,7495,ICD10D-A00-B99,55,infectious,60,65
07140,ALT060B65,7495,ICD10D-INS,2240,all,60,65
07140,ALT060B65,7495,ICD10D-J00-J99,118,respiratory,60,65
07140,ALT065B70,6336,ICD10D-A00-B99,53,infectious,65,70
07140,ALT065B70,6336,ICD10D-INS,2198,all,65,70
07140,ALT065B70,6336,ICD10D-J00-J99,134,respiratory,65,70
07140,ALT070B75,4210,ICD10D-A00-B99,56,infectious,70,75
07140,ALT070B75,4210,ICD10D-INS,1924,all,70,75
07140,ALT070B75,4210,ICD10D-J00-J99,112,respiratory,70,75
07140,ALT075B80,5440,ICD10D-A00-B99,94,infectious,75,80
07140,ALT075B80,5440,ICD10D-INS,3066,all,75,80
07140,ALT075B80,5440,ICD10D-J00-J99,161,respiratory,75,80
07140,ALT080B85,3523,ICD10D-A00-B99,103,infectious,80,85
07140,ALT080B85,3523,ICD10D-INS,2270,all,80,85
07140,ALT080B85,3523,ICD10D-J00-J99,141,respiratory,80,85
07140,ALT085B90,2076,ICD10D-A00-B99,64,infectious,85,90
07140,ALT085B90,2076,ICD10D-INS,1494,all,85,90
07140,ALT085B90,2076,ICD10D-J00-J99,115,respiratory,85,90
07140,ALT090UM,1111,ICD10D-A00-B99,36,infectious,90,NA
07140,ALT090UM,1111,ICD10D-INS,783,all,90,NA
07140,ALT090UM,1111,ICD10D-J00-J99,80,respiratory,90,NA
07141,ALT000,1062,ICD10D-A00-B99,41,infectious,0,NA
07141,ALT000,1062,ICD10D-INS,1369,all,0,NA
07141,ALT000,1062,ICD10D-J00-J99,59,respiratory,0,NA
07141,ALT001B05,4114,ICD10D-A00-B99,68,infectious,1,5
07141,ALT001B05,4114,ICD10D-INS,444,all,1,5
07141,ALT001B05,4114,ICD10D-J00-J99,155,respiratory,1,5
07141,ALT005B10,5046,ICD10D-A00-B99,33,infectious,5,10
07141,ALT005B10,5046,ICD10D-INS,330,all,5,10
07141,ALT005B10,5046,ICD10D-J00-J99,45,respiratory,5,10
07141,ALT010B15,5342,ICD10D-A00-B99,26,infectious,10,15
07141,ALT010B15,5342,ICD10D-INS,338,all,10,15
07141,ALT010B15,5342,ICD10D-J00-J99,31,respiratory,10,15
07141,ALT015B20,6412,ICD10D-A00-B99,51,infectious,15,20
07141,ALT015B20,6412,ICD10D-INS,907,all,15,20
07141,ALT015B20,6412,ICD10D-J00-J99,53,respiratory,15,20
07141,ALT020B25,6244,ICD10D-A00-B99,43,infectious,20,25
07141,ALT020B25,6244,ICD10D-INS,1095,all,20,25
07141,ALT020B25,6244,ICD10D-J00-J99,65,respiratory,20,25
07141,ALT025B30,6629,ICD10D-A00-B99,36,infectious,25,30
07141,ALT025B30,6629,ICD10D-INS,1244,all,25,30
07141,ALT025B30,6629,ICD10D-J00-J99,72,respiratory,25,30
07141,ALT030B35,6651,ICD10D-A00-B99,26,infectious,30,35
07141,ALT030B35,6651,ICD10D-INS,1273,all,30,35
07141,ALT030B35,6651,ICD10D-J00-J99,46,respiratory,30,35
07141,ALT035B40,6805,ICD10D-A00-B99,30,infectious,35,40
07141,ALT035B40,6805,ICD10D-INS,1115,all,35,40
07141,ALT035B40,6805,ICD10D-J00-J99,45,respiratory,35,40
07141,ALT040B45,6820,ICD10D-A00-B99,26,infectious,40,45
07141,ALT040B45,6820,ICD10D-INS,1078,all,40,45
07141,ALT040B45,6820,ICD10D-J00-J99,38,respiratory,40,45
07141,ALT045B50,9360,ICD10D-A00-B99,42,infectious,45,50
07141,ALT045B50,9360,ICD10D-INS,1629,all,45,50
07141,ALT045B50,9360,ICD10D-J00-J99,58,respiratory,45,50
07141,ALT050B55,11076,ICD10D-A00-B99,60,infectious,50,55
07141,ALT050B55,11076,ICD10D-INS,2378,all,50,55
07141,ALT050B55,11076,ICD10D-J00-J99,116,respiratory,50,55
07141,ALT055B60,10263,ICD10D-A00-B99,57,infectious,55,60
07141,ALT055B60,10263,ICD10D-INS,2531,all,55,60
07141,ALT055B60,10263,ICD10D-J00-J99,132,respiratory,55,60
07141,ALT060B65,8614,ICD10D-A00-B99,73,infectious,60,65
07141,ALT060B65,8614,ICD10D-INS,2561,all,60,65
07141,ALT060B65,8614,ICD10D-J00-J99,154,respiratory,60,65
07141,ALT065B70,7909,ICD10D-A00-B99,81,infectious,65,70
07141,ALT065B70,7909,ICD10D-INS,2793,all,65,70
07141,ALT065B70,7909,ICD10D-J00-J99,182,respiratory,65,70
07141,ALT070B75,5581,ICD10D-A00-B99,86,infectious,70,75
07141,ALT070B75,5581,ICD10D-INS,2703,all,70,75
07141,ALT070B75,5581,ICD10D-J00-J99,194,respiratory,70,75
07141,ALT075B80,6875,ICD10D-A00-B99,130,infectious,75,80
07141,ALT075B80,6875,ICD10D-INS,3899,all,75,80
07141,ALT075B80,6875,ICD10D-J00-J99,252,respiratory,75,80
07141,ALT080B85,4279,ICD10D-A00-B99,114,infectious,80,85
07141,ALT080B85,4279,ICD10D-INS,2703,all,80,85
07141,ALT080B85,4279,ICD10D-J00-J99,193,respiratory,80,85
07141,ALT085B90,2319,ICD10D-A00-B99,79,infectious,85,90
07141,ALT085B90,2319,ICD10D-INS,1895,all,85,90
07141,ALT085B90,2319,ICD10D-J00-J99,133,respiratory,85,90
07141,ALT090UM,1152,ICD10D-A00-B99,36,infectious,90,NA
07141,ALT090UM,1152,ICD10D-INS,856,all,90,NA
07141,ALT090UM,1152,ICD10D-J00-J99,73,respiratory,90,NA
07143,ALT000,1868,ICD10D-A00-B99,66,infectious,0,NA
07143,ALT000,1868,ICD10D-INS,2245,all,0,NA
07143,ALT000,1868,ICD10D-J00-J99,128,respiratory,0,NA
07143,ALT001B05,6998,ICD10D-A00-B99,129,infectious,1,5
07143,ALT001B05,6998,ICD10D-INS,823,all,1,5
07143,ALT001B05,6998,ICD10D-J00-J99,272,respiratory,1,5
07143,ALT005B10,8977,ICD10D-A00-B99,77,infectious,5,10
07143,ALT005B10,8977,ICD10D-INS,633,all,5,10
07143,ALT005B10,8977,ICD10D-J00-J99,128,respiratory,5,10
07143,ALT010B15,9843,ICD10D-A00-B99,55,infectious,10,15
07143,ALT010B15,9843,ICD10D-INS,723,all,10,15
07143,ALT010B15,9843,ICD10D-J00-J99,57,respiratory,10,15
07143,ALT015B20,11182,ICD10D-A00-B99,84,infectious,15,20
07143,ALT015B20,11182,ICD10D-INS,1458,all,15,20
07143,ALT015B20,11182,ICD10D-J00-J99,114,respiratory,15,20
07143,ALT020B25,10461,ICD10D-A00-B99,80,infectious,20,25
07143,ALT020B25,10461,ICD10D-INS,1769,all,20,25
07143,ALT020B25,10461,ICD10D-J00-J99,126,respiratory,20,25
07143,ALT025B30,11373,ICD10D-A00-B99,61,infectious,25,30
07143,ALT025B30,11373,ICD10D-INS,2113,all,25,30
07143,ALT025B30,11373,ICD10D-J00-J99,80,respiratory,25,30
07143,ALT030B35,11066,ICD10D-A00-B99,52,infectious,30,35
07143,ALT030B35,11066,ICD10D-INS,2304,all,30,35
07143,ALT030B35,11066,ICD10D-J00-J99,75,respiratory,30,35
07143,ALT035B40,11531,ICD10D-A00-B99,47,infectious,35,40
07143,ALT035B40,11531,ICD10D-INS,1945,all,35,40
07143,ALT035B40,11531,ICD10D-J00-J99,62,respiratory,35,40
07143,ALT040B45,11730,ICD10D-A00-B99,42,infectious,40,45
07143,ALT040B45,11730,ICD10D-INS,1937,all,40,45
07143,ALT040B45,11730,ICD10D-J00-J99,75,respiratory,40,45
07143,ALT045B50,16293,ICD10D-A00-B99,60,infectious,45,50
07143,ALT045B50,16293,ICD10D-INS,3020,all,45,50
07143,ALT045B50,16293,ICD10D-J00-J99,128,respiratory,45,50
07143,ALT050B55,18665,ICD10D-A00-B99,102,infectious,50,55
07143,ALT050B55,18665,ICD10D-INS,4090,all,50,55
07143,ALT050B55,18665,ICD10D-J00-J99,187,respiratory,50,55
07143,ALT055B60,16240,ICD10D-A00-B99,112,infectious,55,60
07143,ALT055B60,16240,ICD10D-INS,4224,all,55,60
07143,ALT055B60,16240,ICD10D-J00-J99,210,respiratory,55,60
07143,ALT060B65,13465,ICD10D-A00-B99,100,infectious,60,65
07143,ALT060B65,13465,ICD10D-INS,4458,all,60,65
07143,ALT060B65,13465,ICD10D-J00-J99,236,respiratory,60,65
07143,ALT065B70,11473,ICD10D-A00-B99,147,infectious,65,70
07143,ALT065B70,11473,ICD10D-INS,4449,all,65,70
07143,ALT065B70,11473,ICD10D-J00-J99,261,respiratory,65,70
07143,ALT070B75,8161,ICD10D-A00-B99,127,infectious,70,75
07143,ALT070B75,8161,ICD10D-INS,4208,all,70,75
07143,ALT070B75,8161,ICD10D-J00-J99,277,respiratory,70,75
07143,ALT075B80,9933,ICD10D-A00-B99,224,infectious,75,80
07143,ALT075B80,9933,ICD10D-INS,6013,all,75,80
07143,ALT075B80,9933,ICD10D-J00-J99,369,respiratory,75,80
07143,ALT080B85,6354,ICD10D-A00-B99,217,infectious,80,85
07143,ALT080B85,6354,ICD10D-INS,4518,all,80,85
07143,ALT080B85,6354,ICD10D-J00-J99,287,respiratory,80,85
07143,ALT085B90,3596,ICD10D-A00-B99,143,infectious,85,90
07143,ALT085B90,3596,ICD10D-INS,2946,all,85,90
07143,ALT085B90,3596,ICD10D-J00-J99,226,respiratory,85,90
07143,ALT090UM,1818,ICD10D-A00-B99,60,infectious,90,NA
07143,ALT090UM,1818,ICD10D-INS,1373,all,90,NA
07143,ALT090UM,1818,ICD10D-J00-J99,108,respiratory,90,NA
07211,ALT000,1040,ICD10D-A00-B99,20,infectious,0,NA
07211,ALT000,1040,ICD10D-INS,1276,all,0,NA
07211,ALT000,1040,ICD10D-J00-J99,63,respiratory,0,NA
07211,ALT001B05,3729,ICD10D-A00-B99,37,infectious,1,5
07211,ALT001B05,3729,ICD10D-INS,405,all,1,5
07211,ALT001B05,3729,ICD10D-J00-J99,145,respiratory,1,5
07211,ALT005B10,4154,ICD10D-A00-B99,15,infectious,5,10
07211,ALT005B10,4154,ICD10D-INS,246,all,5,10
07211,ALT005B10,4154,ICD10D-J00-J99,33,respiratory,5,10
07211,ALT010B15,4083,ICD10D-A00-B99,12,infectious,10,15
07211,ALT010B15,4083,ICD10D-INS,233,all,10,15
07211,ALT010B15,4083,ICD10D-J00-J99,18,respiratory,10,15
07211,ALT015B20,5344,ICD10D-A00-B99,31,infectious,15,20
07211,ALT015B20,5344,ICD10D-INS,665,all,15,20
07211,ALT015B20,5344,ICD10D-J00-J99,33,respiratory,15,20
07211,ALT020B25,10878,ICD10D-A00-B99,50,infectious,20,25
07211,ALT020B25,10878,ICD10D-INS,1066,all,20,25
07211,ALT020B25,10878,ICD10D-J00-J99,71,respiratory,20,25
07211,ALT025B30,11366,ICD10D-A00-B99,60,infectious,25,30
07211,ALT025B30,11366,ICD10D-INS,1324,all,25,30
07211,ALT025B30,11366,ICD10D-J00-J99,59,respiratory,25,30
07211,ALT030B35,8884,ICD10D-A00-B99,28,infectious,30,35
07211,ALT030B35,8884,ICD10D-INS,1281,all,30,35
07211,ALT030B35,8884,ICD10D-J00-J99,51,respiratory,30,35
07211,ALT035B40,7029,ICD10D-A00-B99,30,infectious,35,40
07211,ALT035B40,7029,ICD10D-INS,1043,all,35,40
07211,ALT035B40,7029,ICD10D-J00-J99,49,respiratory,35,40
07211,ALT040B45,6045,ICD10D-A00-B99,24,infectious,40,45
07211,ALT040B45,6045,ICD10D-INS,901,all,40,45
07211,ALT040B45,6045,ICD10D-J00-J99,43,respiratory,40,45
07211,ALT045B50,7194,ICD10D-A00-B99,26,infectious,45,50
07211,ALT045B50,7194,ICD10D-INS,1156,all,45,50
07211,ALT045B50,7194,ICD10D-J00-J99,44,respiratory,45,50
07211,ALT050B55,7934,ICD10D-A00-B99,40,infectious,50,55
07211,ALT050B55,7934,ICD10D-INS,1505,all,50,55
07211,ALT050B55,7934,ICD10D-J00-J99,72,respiratory,50,55
07211,ALT055B60,7019,ICD10D-A00-B99,34,infectious,55,60
07211,ALT055B60,7019,ICD10D-INS,1770,all,55,60
07211,ALT055B60,7019,ICD10D-J00-J99,113,respiratory,55,60
07211,ALT060B65,6018,ICD10D-A00-B99,54,infectious,60,65
07211,ALT060B65,6018,ICD10D-INS,1923,all,60,65
07211,ALT060B65,6018,ICD10D-J00-J99,134,respiratory,60,65
07211,ALT065B70,4978,ICD10D-A00-B99,43,infectious,65,70
07211,ALT065B70,4978,ICD10D-INS,1906,all,65,70
07211,ALT065B70,4978,ICD10D-J00-J99,126,respiratory,65,70
07211,ALT070B75,3652,ICD10D-A00-B99,45,infectious,70,75
07211,ALT070B75,3652,ICD10D-INS,1661,all,70,75
07211,ALT070B75,3652,ICD10D-J00-J99,125,respiratory,70,75
07211,ALT075B80,4647,ICD10D-A00-B99,88,infectious,75,80
07211,ALT075B80,4647,ICD10D-INS,2606,all,75,80
07211,ALT075B80,4647,ICD10D-J00-J99,180,respiratory,75,80
07211,ALT080B85,3087,ICD10D-A00-B99,86,infectious,80,85
07211,ALT080B85,3087,ICD10D-INS,2030,all,80,85
07211,ALT080B85,3087,ICD10D-J00-J99,137,respiratory,80,85
07211,ALT085B90,1919,ICD10D-A00-B99,69,infectious,85,90
07211,ALT085B90,1919,ICD10D-INS,1566,all,85,90
07211,ALT085B90,1919,ICD10D-J00-J99,122,respiratory,85,90
07211,ALT090UM,1111,ICD10D-A00-B99,55,infectious,90,NA
07211,ALT090UM,1111,ICD10D-INS,929,all,90,NA
07211,ALT090UM,1111,ICD10D-J00-J99,96,respiratory,90,NA
07231,ALT000,1024,ICD10D-A00-B99,87,infectious,0,NA
07231,ALT000,1024,ICD10D-INS,1319,all,0,NA
07231,ALT000,1024,ICD10D-J00-J99,65,respiratory,0,NA
07231,ALT001B05,3806,ICD10D-A00-B99,103,infectious,1,5
07231,ALT001B05,3806,ICD10D-INS,501,all,1,5
07231,ALT001B05,3806,ICD10D-J00-J99,179,respiratory,1,5
07231,ALT005B10,4666,ICD10D-A00-B99,50,infectious,5,10
07231,ALT005B10,4666,ICD10D-INS,375,all,5,10
07231,ALT005B10,4666,ICD10D-J00-J99,69,respiratory,5,10
07231,ALT010B15,5073,ICD10D-A00-B99,34,infectious,10,15
07231,ALT010B15,5073,ICD10D-INS,435,all,10,15
07231,ALT010B15,5073,ICD10D-J00-J99,28,respiratory,10,15
07231,ALT015B20,5866,ICD10D-A00-B99,47,infectious,15,20
07231,ALT015B20,5866,ICD10D-INS,904,all,15,20
07231,ALT015B20,5866,ICD10D-J00-J99,55,respiratory,15,20
07231,ALT020B25,5678,ICD10D-A00-B99,52,infectious,20,25
07231,ALT020B25,5678,ICD10D-INS,931,all,20,25
07231,ALT020B25,5678,ICD10D-J00-J99,53,respiratory,20,25
07231,ALT025B30,6285,ICD10D-A00-B99,40,infectious,25,30
07231,ALT025B30,6285,ICD10D-INS,1150,all,25,30
07231,ALT025B30,6285,ICD10D-J00-J99,57,respiratory,25,30
07231,ALT030B35,6087,ICD10D-A00-B99,46,infectious,30,35
07231,ALT030B35,6087,ICD10D-INS,1199,all,30,35
07231,ALT030B35,6087,ICD10D-J00-J99,45,respiratory,30,35
07231,ALT035B40,6394,ICD10D-A00-B99,35,infectious,35,40
07231,ALT035B40,6394,ICD10D-INS,1120,all,35,40
07231,ALT035B40,6394,ICD10D-J00-J99,40,respiratory,35,40
